;o;d;t;n
6428;150.0;271.0;1.0;3.0
6429;150.0;277.0;1.0;3.0
6430;150.0;278.0;1.0;3.0
6431;150.0;281.0;1.0;3.0
6432;150.0;283.0;1.0;3.0
6433;150.0;284.0;1.0;3.0
6434;150.0;286.0;1.0;3.0
6435;151.0;159.0;0.0;0.0
6436;151.0;181.0;0.0;1.0
6437;151.0;200.0;0.0;1.0
6438;151.0;242.0;0.0;2.0
6439;151.0;260.0;0.0;3.0
6440;152.0;161.0;0.0;0.0
6441;152.0;163.0;0.0;0.0
6442;152.0;164.0;0.0;0.0
6443;152.0;165.0;0.0;0.0
6444;152.0;171.0;1.0;1.0
6445;152.0;172.0;1.0;1.0
6446;152.0;173.0;1.0;1.0
6447;152.0;174.0;1.0;1.0
6448;152.0;175.0;1.0;1.0
6449;152.0;176.0;1.0;1.0
6450;152.0;183.0;1.0;1.0
6451;152.0;184.0;1.0;1.0
6452;152.0;186.0;1.0;1.0
6453;152.0;187.0;1.0;1.0
6454;152.0;189.0;1.0;1.0
6455;152.0;190.0;1.0;1.0
6456;152.0;192.0;1.0;1.0
6457;152.0;194.0;1.0;1.0
6458;152.0;197.0;1.0;1.0
6459;152.0;202.0;1.0;1.0
6460;152.0;203.0;1.0;1.0
6461;152.0;204.0;1.0;1.0
6462;152.0;205.0;1.0;1.0
6463;152.0;206.0;1.0;1.0
6464;152.0;211.0;1.0;2.0
6465;152.0;212.0;1.0;2.0
6466;152.0;214.0;1.0;2.0
6467;152.0;215.0;1.0;2.0
6468;152.0;216.0;1.0;2.0
6469;152.0;217.0;1.0;2.0
6470;152.0;219.0;1.0;2.0
6471;152.0;224.0;1.0;2.0
6472;152.0;225.0;1.0;2.0
6473;152.0;228.0;1.0;2.0
6474;152.0;229.0;1.0;2.0
6475;152.0;231.0;1.0;2.0
6476;152.0;232.0;1.0;2.0
6477;152.0;234.0;1.0;2.0
6478;152.0;236.0;1.0;2.0
6479;152.0;240.0;1.0;2.0
6480;152.0;246.0;1.0;2.0
6481;152.0;250.0;1.0;3.0
6482;152.0;251.0;1.0;3.0
6483;152.0;252.0;1.0;3.0
6484;152.0;253.0;1.0;3.0
6485;152.0;254.0;1.0;3.0
6486;152.0;255.0;1.0;3.0
6487;152.0;264.0;1.0;3.0
6488;152.0;266.0;1.0;3.0
6489;152.0;267.0;1.0;3.0
6490;152.0;268.0;1.0;3.0
6491;152.0;270.0;1.0;3.0
6492;152.0;271.0;1.0;3.0
6493;152.0;277.0;1.0;3.0
6494;152.0;278.0;1.0;3.0
6495;152.0;281.0;1.0;3.0
6496;152.0;283.0;1.0;3.0
6497;152.0;284.0;1.0;3.0
6498;152.0;286.0;1.0;3.0
6499;153.0;157.0;0.0;0.0
6500;154.0;158.0;0.0;0.0
6501;154.0;161.0;0.0;0.0
6502;154.0;163.0;0.0;0.0
6503;154.0;164.0;0.0;0.0
6504;154.0;165.0;0.0;0.0
6505;154.0;171.0;1.0;1.0
6506;154.0;172.0;1.0;1.0
6507;154.0;173.0;1.0;1.0
6508;154.0;174.0;1.0;1.0
6509;154.0;175.0;1.0;1.0
6510;154.0;176.0;1.0;1.0
6511;154.0;183.0;1.0;1.0
6512;154.0;184.0;1.0;1.0
6513;154.0;186.0;1.0;1.0
6514;154.0;187.0;1.0;1.0
6515;154.0;189.0;1.0;1.0
6516;154.0;190.0;1.0;1.0
6517;154.0;192.0;1.0;1.0
6518;154.0;194.0;1.0;1.0
6519;154.0;197.0;1.0;1.0
6520;154.0;202.0;1.0;1.0
6521;154.0;203.0;1.0;1.0
6522;154.0;204.0;1.0;1.0
6523;154.0;205.0;1.0;1.0
6524;154.0;206.0;1.0;1.0
6525;154.0;211.0;1.0;2.0
6526;154.0;212.0;1.0;2.0
6527;154.0;214.0;1.0;2.0
6528;154.0;215.0;1.0;2.0
6529;154.0;216.0;1.0;2.0
6530;154.0;217.0;1.0;2.0
6531;154.0;219.0;1.0;2.0
6532;154.0;224.0;1.0;2.0
6533;154.0;225.0;1.0;2.0
6534;154.0;228.0;1.0;2.0
6535;154.0;229.0;1.0;2.0
6536;154.0;231.0;1.0;2.0
6537;154.0;232.0;1.0;2.0
6538;154.0;234.0;1.0;2.0
6539;154.0;236.0;1.0;2.0
6540;154.0;240.0;1.0;2.0
6541;154.0;246.0;1.0;2.0
6542;154.0;250.0;1.0;3.0
6543;154.0;251.0;1.0;3.0
6544;154.0;252.0;1.0;3.0
6545;154.0;253.0;1.0;3.0
6546;154.0;254.0;1.0;3.0
6547;154.0;255.0;1.0;3.0
6548;154.0;264.0;1.0;3.0
6549;154.0;266.0;1.0;3.0
6550;154.0;267.0;1.0;3.0
6551;154.0;268.0;1.0;3.0
6552;154.0;270.0;1.0;3.0
6553;154.0;271.0;1.0;3.0
6554;154.0;277.0;1.0;3.0
6555;154.0;278.0;1.0;3.0
6556;154.0;281.0;1.0;3.0
6557;154.0;283.0;1.0;3.0
6558;154.0;284.0;1.0;3.0
6559;154.0;286.0;1.0;3.0
6560;155.0;160.0;0.0;0.0
6561;156.0;163.0;0.0;0.0
6562;156.0;164.0;0.0;0.0
6563;156.0;165.0;0.0;0.0
6564;156.0;171.0;1.0;1.0
6565;156.0;172.0;1.0;1.0
6566;156.0;173.0;1.0;1.0
6567;156.0;174.0;1.0;1.0
6568;156.0;175.0;1.0;1.0
6569;156.0;176.0;1.0;1.0
6570;156.0;183.0;1.0;1.0
6571;156.0;184.0;1.0;1.0
6572;156.0;186.0;1.0;1.0
6573;156.0;187.0;1.0;1.0
6574;156.0;189.0;1.0;1.0
6575;156.0;190.0;1.0;1.0
6576;156.0;192.0;1.0;1.0
6577;156.0;194.0;1.0;1.0
6578;156.0;197.0;1.0;1.0
6579;156.0;202.0;1.0;1.0
6580;156.0;203.0;1.0;1.0
6581;156.0;204.0;1.0;1.0
6582;156.0;205.0;1.0;1.0
6583;156.0;206.0;1.0;1.0
6584;156.0;211.0;1.0;2.0
6585;156.0;212.0;1.0;2.0
6586;156.0;214.0;1.0;2.0
6587;156.0;215.0;1.0;2.0
6588;156.0;216.0;1.0;2.0
6589;156.0;217.0;1.0;2.0
6590;156.0;219.0;1.0;2.0
6591;156.0;224.0;1.0;2.0
6592;156.0;225.0;1.0;2.0
6593;156.0;228.0;1.0;2.0
6594;156.0;229.0;1.0;2.0
6595;156.0;231.0;1.0;2.0
6596;156.0;232.0;1.0;2.0
6597;156.0;234.0;1.0;2.0
6598;156.0;236.0;1.0;2.0
6599;156.0;240.0;1.0;2.0
6600;156.0;246.0;1.0;2.0
6601;156.0;250.0;1.0;3.0
6602;156.0;251.0;1.0;3.0
6603;156.0;252.0;1.0;3.0
6604;156.0;253.0;1.0;3.0
6605;156.0;254.0;1.0;3.0
6606;156.0;255.0;1.0;3.0
6607;156.0;264.0;1.0;3.0
6608;156.0;266.0;1.0;3.0
6609;156.0;267.0;1.0;3.0
6610;156.0;268.0;1.0;3.0
6611;156.0;270.0;1.0;3.0
6612;156.0;271.0;1.0;3.0
6613;156.0;277.0;1.0;3.0
6614;156.0;278.0;1.0;3.0
6615;156.0;281.0;1.0;3.0
6616;156.0;283.0;1.0;3.0
6617;156.0;284.0;1.0;3.0
6618;156.0;286.0;1.0;3.0
6619;157.0;161.0;0.0;0.0
6620;157.0;163.0;0.0;0.0
6621;157.0;164.0;0.0;0.0
6622;157.0;165.0;0.0;0.0
6623;157.0;171.0;1.0;1.0
6624;157.0;172.0;1.0;1.0
6625;157.0;173.0;1.0;1.0
6626;157.0;174.0;1.0;1.0
6627;157.0;175.0;1.0;1.0
6628;157.0;176.0;1.0;1.0
6629;157.0;183.0;1.0;1.0
6630;157.0;184.0;1.0;1.0
6631;157.0;186.0;1.0;1.0
6632;157.0;187.0;1.0;1.0
6633;157.0;189.0;1.0;1.0
6634;157.0;190.0;1.0;1.0
6635;157.0;192.0;1.0;1.0
6636;157.0;194.0;1.0;1.0
6637;157.0;197.0;1.0;1.0
6638;157.0;202.0;1.0;1.0
6639;157.0;203.0;1.0;1.0
6640;157.0;204.0;1.0;1.0
6641;157.0;205.0;1.0;1.0
6642;157.0;206.0;1.0;1.0
6643;157.0;211.0;1.0;2.0
6644;157.0;212.0;1.0;2.0
6645;157.0;214.0;1.0;2.0
6646;157.0;215.0;1.0;2.0
6647;157.0;216.0;1.0;2.0
6648;157.0;217.0;1.0;2.0
6649;157.0;219.0;1.0;2.0
6650;157.0;224.0;1.0;2.0
6651;157.0;225.0;1.0;2.0
6652;157.0;228.0;1.0;2.0
6653;157.0;229.0;1.0;2.0
6654;157.0;231.0;1.0;2.0
6655;157.0;232.0;1.0;2.0
6656;157.0;234.0;1.0;2.0
6657;157.0;236.0;1.0;2.0
6658;157.0;240.0;1.0;2.0
6659;157.0;246.0;1.0;2.0
6660;157.0;250.0;1.0;3.0
6661;157.0;251.0;1.0;3.0
6662;157.0;252.0;1.0;3.0
6663;157.0;253.0;1.0;3.0
6664;157.0;254.0;1.0;3.0
6665;157.0;255.0;1.0;3.0
6666;157.0;264.0;1.0;3.0
6667;157.0;266.0;1.0;3.0
6668;157.0;267.0;1.0;3.0
6669;157.0;268.0;1.0;3.0
6670;157.0;270.0;1.0;3.0
6671;157.0;271.0;1.0;3.0
6672;157.0;277.0;1.0;3.0
6673;157.0;278.0;1.0;3.0
6674;157.0;281.0;1.0;3.0
6675;157.0;283.0;1.0;3.0
6676;157.0;284.0;1.0;3.0
6677;157.0;286.0;1.0;3.0
6678;158.0;162.0;0.0;0.0
6679;158.0;285.0;0.0;3.0
6680;159.0;170.0;1.0;1.0
6681;160.0;171.0;1.0;1.0
6682;160.0;172.0;1.0;1.0
6683;160.0;173.0;1.0;1.0
6684;160.0;174.0;1.0;1.0
6685;160.0;175.0;1.0;1.0
6686;160.0;176.0;1.0;1.0
6687;160.0;183.0;1.0;1.0
6688;160.0;184.0;1.0;1.0
6689;160.0;186.0;1.0;1.0
6690;160.0;187.0;1.0;1.0
6691;160.0;189.0;1.0;1.0
6692;160.0;190.0;1.0;1.0
6693;160.0;192.0;1.0;1.0
6694;160.0;194.0;1.0;1.0
6695;160.0;197.0;1.0;1.0
6696;160.0;202.0;1.0;1.0
6697;160.0;203.0;1.0;1.0
6698;160.0;204.0;1.0;1.0
6699;160.0;205.0;1.0;1.0
6700;160.0;206.0;1.0;1.0
6701;160.0;211.0;1.0;2.0
6702;160.0;212.0;1.0;2.0
6703;160.0;214.0;1.0;2.0
6704;160.0;215.0;1.0;2.0
6705;160.0;216.0;1.0;2.0
6706;160.0;217.0;1.0;2.0
6707;160.0;219.0;1.0;2.0
6708;160.0;224.0;1.0;2.0
6709;160.0;225.0;1.0;2.0
6710;160.0;228.0;1.0;2.0
6711;160.0;229.0;1.0;2.0
6712;160.0;231.0;1.0;2.0
6713;160.0;232.0;1.0;2.0
6714;160.0;234.0;1.0;2.0
6715;160.0;236.0;1.0;2.0
6716;160.0;240.0;1.0;2.0
6717;160.0;246.0;1.0;2.0
6718;160.0;250.0;1.0;3.0
6719;160.0;251.0;1.0;3.0
6720;160.0;252.0;1.0;3.0
6721;160.0;253.0;1.0;3.0
6722;160.0;254.0;1.0;3.0
6723;160.0;255.0;1.0;3.0
6724;160.0;264.0;1.0;3.0
6725;160.0;266.0;1.0;3.0
6726;160.0;267.0;1.0;3.0
6727;160.0;268.0;1.0;3.0
6728;160.0;270.0;1.0;3.0
6729;160.0;271.0;1.0;3.0
6730;160.0;277.0;1.0;3.0
6731;160.0;278.0;1.0;3.0
6732;160.0;281.0;1.0;3.0
6733;160.0;283.0;1.0;3.0
6734;160.0;284.0;1.0;3.0
6735;160.0;286.0;1.0;3.0
6736;161.0;169.0;0.0;1.0
6737;161.0;226.0;0.0;2.0
6738;161.0;263.0;0.0;3.0
6739;162.0;171.0;1.0;1.0
6740;162.0;172.0;1.0;1.0
6741;162.0;173.0;1.0;1.0
6742;162.0;174.0;1.0;1.0
6743;162.0;175.0;1.0;1.0
6744;162.0;176.0;1.0;1.0
6745;162.0;183.0;1.0;1.0
6746;162.0;184.0;1.0;1.0
6747;162.0;186.0;1.0;1.0
6748;162.0;187.0;1.0;1.0
6749;162.0;189.0;1.0;1.0
6750;162.0;190.0;1.0;1.0
6751;162.0;192.0;1.0;1.0
6752;162.0;194.0;1.0;1.0
6753;162.0;197.0;1.0;1.0
6754;162.0;202.0;1.0;1.0
6755;162.0;203.0;1.0;1.0
6756;162.0;204.0;1.0;1.0
6757;162.0;205.0;1.0;1.0
6758;162.0;206.0;1.0;1.0
6759;162.0;211.0;1.0;2.0
6760;162.0;212.0;1.0;2.0
6761;162.0;214.0;1.0;2.0
6762;162.0;215.0;1.0;2.0
6763;162.0;216.0;1.0;2.0
6764;162.0;217.0;1.0;2.0
6765;162.0;219.0;1.0;2.0
6766;162.0;224.0;1.0;2.0
6767;162.0;225.0;1.0;2.0
6768;162.0;228.0;1.0;2.0
6769;162.0;229.0;1.0;2.0
6770;162.0;231.0;1.0;2.0
6771;162.0;232.0;1.0;2.0
6772;162.0;234.0;1.0;2.0
6773;162.0;236.0;1.0;2.0
6774;162.0;240.0;1.0;2.0
6775;162.0;246.0;1.0;2.0
6776;162.0;250.0;1.0;3.0
6777;162.0;251.0;1.0;3.0
6778;162.0;252.0;1.0;3.0
6779;162.0;253.0;1.0;3.0
6780;162.0;254.0;1.0;3.0
6781;162.0;255.0;1.0;3.0
6782;162.0;264.0;1.0;3.0
6783;162.0;266.0;1.0;3.0
6784;162.0;267.0;1.0;3.0
6785;162.0;268.0;1.0;3.0
6786;162.0;270.0;1.0;3.0
6787;162.0;271.0;1.0;3.0
6788;162.0;277.0;1.0;3.0
6789;162.0;278.0;1.0;3.0
6790;162.0;281.0;1.0;3.0
6791;162.0;283.0;1.0;3.0
6792;162.0;284.0;1.0;3.0
6793;162.0;286.0;1.0;3.0
6794;163.0;167.0;0.0;1.0
6795;163.0;198.0;0.0;1.0
6796;163.0;209.0;0.0;2.0
6797;164.0;168.0;0.0;1.0
6798;164.0;248.0;0.0;3.0
6799;165.0;166.0;0.0;1.0
6800;165.0;180.0;0.0;1.0
6801;165.0;208.0;0.0;2.0
6802;165.0;222.0;0.0;2.0
6803;166.0;173.0;0.0;0.0
6804;166.0;174.0;0.0;0.0
6805;166.0;175.0;0.0;0.0
6806;166.0;176.0;0.0;0.0
6807;166.0;183.0;0.0;0.0
6808;166.0;184.0;0.0;0.0
6809;166.0;186.0;0.0;0.0
6810;166.0;187.0;0.0;0.0
6811;166.0;189.0;0.0;0.0
6812;166.0;190.0;0.0;0.0
6813;166.0;192.0;0.0;0.0
6814;166.0;194.0;0.0;0.0
6815;166.0;197.0;0.0;0.0
6816;166.0;202.0;0.0;0.0
6817;166.0;203.0;0.0;0.0
6818;166.0;204.0;0.0;0.0
6819;166.0;205.0;0.0;0.0
6820;166.0;206.0;0.0;0.0
6821;166.0;211.0;1.0;1.0
6822;166.0;212.0;1.0;1.0
6823;166.0;214.0;1.0;1.0
6824;166.0;215.0;1.0;1.0
6825;166.0;216.0;1.0;1.0
6826;166.0;217.0;1.0;1.0
6827;166.0;219.0;1.0;1.0
6828;166.0;224.0;1.0;1.0
6829;166.0;225.0;1.0;1.0
6830;166.0;228.0;1.0;1.0
6831;166.0;229.0;1.0;1.0
6832;166.0;231.0;1.0;1.0
6833;166.0;232.0;1.0;1.0
6834;166.0;234.0;1.0;1.0
6835;166.0;236.0;1.0;1.0
6836;166.0;240.0;1.0;1.0
6837;166.0;246.0;1.0;1.0
6838;166.0;250.0;1.0;2.0
6839;166.0;251.0;1.0;2.0
6840;166.0;252.0;1.0;2.0
6841;166.0;253.0;1.0;2.0
6842;166.0;254.0;1.0;2.0
6843;166.0;255.0;1.0;2.0
6844;166.0;264.0;1.0;2.0
6845;166.0;266.0;1.0;2.0
6846;166.0;267.0;1.0;2.0
6847;166.0;268.0;1.0;2.0
6848;166.0;270.0;1.0;2.0
6849;166.0;271.0;1.0;2.0
6850;166.0;277.0;1.0;2.0
6851;166.0;278.0;1.0;2.0
6852;166.0;281.0;1.0;2.0
6853;166.0;283.0;1.0;2.0
6854;166.0;284.0;1.0;2.0
6855;166.0;286.0;1.0;2.0
6856;167.0;174.0;0.0;0.0
6857;167.0;175.0;0.0;0.0
6858;167.0;176.0;0.0;0.0
6859;167.0;183.0;0.0;0.0
6860;167.0;184.0;0.0;0.0
6861;167.0;186.0;0.0;0.0
6862;167.0;187.0;0.0;0.0
6863;167.0;189.0;0.0;0.0
6864;167.0;190.0;0.0;0.0
6865;167.0;192.0;0.0;0.0
6866;167.0;194.0;0.0;0.0
6867;167.0;197.0;0.0;0.0
6868;167.0;202.0;0.0;0.0
6869;167.0;203.0;0.0;0.0
6870;167.0;204.0;0.0;0.0
6871;167.0;205.0;0.0;0.0
6872;167.0;206.0;0.0;0.0
6873;167.0;211.0;1.0;1.0
6874;167.0;212.0;1.0;1.0
6875;167.0;214.0;1.0;1.0
6876;167.0;215.0;1.0;1.0
6877;167.0;216.0;1.0;1.0
6878;167.0;217.0;1.0;1.0
6879;167.0;219.0;1.0;1.0
6880;167.0;224.0;1.0;1.0
6881;167.0;225.0;1.0;1.0
6882;167.0;228.0;1.0;1.0
6883;167.0;229.0;1.0;1.0
6884;167.0;231.0;1.0;1.0
6885;167.0;232.0;1.0;1.0
6886;167.0;234.0;1.0;1.0
6887;167.0;236.0;1.0;1.0
6888;167.0;240.0;1.0;1.0
6889;167.0;246.0;1.0;1.0
6890;167.0;250.0;1.0;2.0
6891;167.0;251.0;1.0;2.0
6892;167.0;252.0;1.0;2.0
6893;167.0;253.0;1.0;2.0
6894;167.0;254.0;1.0;2.0
6895;167.0;255.0;1.0;2.0
6896;167.0;264.0;1.0;2.0
6897;167.0;266.0;1.0;2.0
6898;167.0;267.0;1.0;2.0
6899;167.0;268.0;1.0;2.0
6900;167.0;270.0;1.0;2.0
6901;167.0;271.0;1.0;2.0
6902;167.0;277.0;1.0;2.0
6903;167.0;278.0;1.0;2.0
6904;167.0;281.0;1.0;2.0
6905;167.0;283.0;1.0;2.0
6906;167.0;284.0;1.0;2.0
6907;167.0;286.0;1.0;2.0
6908;168.0;175.0;0.0;0.0
6909;168.0;176.0;0.0;0.0
6910;168.0;183.0;0.0;0.0
6911;168.0;184.0;0.0;0.0
6912;168.0;186.0;0.0;0.0
6913;168.0;187.0;0.0;0.0
6914;168.0;189.0;0.0;0.0
6915;168.0;190.0;0.0;0.0
6916;168.0;192.0;0.0;0.0
6917;168.0;194.0;0.0;0.0
6918;168.0;197.0;0.0;0.0
6919;168.0;202.0;0.0;0.0
6920;168.0;203.0;0.0;0.0
6921;168.0;204.0;0.0;0.0
6922;168.0;205.0;0.0;0.0
6923;168.0;206.0;0.0;0.0
6924;168.0;211.0;1.0;1.0
6925;168.0;212.0;1.0;1.0
6926;168.0;214.0;1.0;1.0
6927;168.0;215.0;1.0;1.0
6928;168.0;216.0;1.0;1.0
6929;168.0;217.0;1.0;1.0
6930;168.0;219.0;1.0;1.0
6931;168.0;224.0;1.0;1.0
6932;168.0;225.0;1.0;1.0
6933;168.0;228.0;1.0;1.0
6934;168.0;229.0;1.0;1.0
6935;168.0;231.0;1.0;1.0
6936;168.0;232.0;1.0;1.0
6937;168.0;234.0;1.0;1.0
6938;168.0;236.0;1.0;1.0
6939;168.0;240.0;1.0;1.0
6940;168.0;246.0;1.0;1.0
6941;168.0;250.0;1.0;2.0
6942;168.0;251.0;1.0;2.0
6943;168.0;252.0;1.0;2.0
6944;168.0;253.0;1.0;2.0
6945;168.0;254.0;1.0;2.0
6946;168.0;255.0;1.0;2.0
6947;168.0;264.0;1.0;2.0
6948;168.0;266.0;1.0;2.0
6949;168.0;267.0;1.0;2.0
6950;168.0;268.0;1.0;2.0
6951;168.0;270.0;1.0;2.0
6952;168.0;271.0;1.0;2.0
6953;168.0;277.0;1.0;2.0
6954;168.0;278.0;1.0;2.0
6955;168.0;281.0;1.0;2.0
6956;168.0;283.0;1.0;2.0
6957;168.0;284.0;1.0;2.0
6958;168.0;286.0;1.0;2.0
6959;169.0;176.0;0.0;0.0
6960;169.0;183.0;0.0;0.0
6961;169.0;184.0;0.0;0.0
6962;169.0;186.0;0.0;0.0
6963;169.0;187.0;0.0;0.0
6964;169.0;189.0;0.0;0.0
6965;169.0;190.0;0.0;0.0
6966;169.0;192.0;0.0;0.0
6967;169.0;194.0;0.0;0.0
6968;169.0;197.0;0.0;0.0
6969;169.0;202.0;0.0;0.0
6970;169.0;203.0;0.0;0.0
6971;169.0;204.0;0.0;0.0
6972;169.0;205.0;0.0;0.0
6973;169.0;206.0;0.0;0.0
6974;169.0;211.0;1.0;1.0
6975;169.0;212.0;1.0;1.0
6976;169.0;214.0;1.0;1.0
6977;169.0;215.0;1.0;1.0
6978;169.0;216.0;1.0;1.0
6979;169.0;217.0;1.0;1.0
6980;169.0;219.0;1.0;1.0
6981;169.0;224.0;1.0;1.0
6982;169.0;225.0;1.0;1.0
6983;169.0;228.0;1.0;1.0
6984;169.0;229.0;1.0;1.0
6985;169.0;231.0;1.0;1.0
6986;169.0;232.0;1.0;1.0
6987;169.0;234.0;1.0;1.0
6988;169.0;236.0;1.0;1.0
6989;169.0;240.0;1.0;1.0
6990;169.0;246.0;1.0;1.0
6991;169.0;250.0;1.0;2.0
6992;169.0;251.0;1.0;2.0
6993;169.0;252.0;1.0;2.0
6994;169.0;253.0;1.0;2.0
6995;169.0;254.0;1.0;2.0
6996;169.0;255.0;1.0;2.0
6997;169.0;264.0;1.0;2.0
6998;169.0;266.0;1.0;2.0
6999;169.0;267.0;1.0;2.0
7000;169.0;268.0;1.0;2.0
7001;169.0;270.0;1.0;2.0
7002;169.0;271.0;1.0;2.0
7003;169.0;277.0;1.0;2.0
7004;169.0;278.0;1.0;2.0
7005;169.0;281.0;1.0;2.0
7006;169.0;283.0;1.0;2.0
7007;169.0;284.0;1.0;2.0
7008;169.0;286.0;1.0;2.0
7009;170.0;177.0;0.0;0.0
7010;171.0;178.0;0.0;0.0
7011;172.0;181.0;0.0;0.0
7012;172.0;200.0;0.0;0.0
7013;172.0;242.0;0.0;1.0
7014;172.0;260.0;0.0;2.0
7015;173.0;180.0;0.0;0.0
7016;173.0;208.0;0.0;1.0
7017;173.0;222.0;0.0;1.0
7018;174.0;179.0;0.0;0.0
7019;174.0;221.0;0.0;1.0
7020;174.0;239.0;0.0;1.0
7021;174.0;273.0;0.0;2.0
7022;174.0;276.0;0.0;2.0
7023;175.0;182.0;0.0;0.0
7024;175.0;258.0;0.0;2.0
7025;175.0;262.0;0.0;2.0
7026;175.0;279.0;0.0;2.0
7027;176.0;185.0;0.0;0.0
7028;177.0;183.0;0.0;0.0
7029;177.0;184.0;0.0;0.0
7030;177.0;186.0;0.0;0.0
7031;177.0;187.0;0.0;0.0
7032;177.0;189.0;0.0;0.0
7033;177.0;190.0;0.0;0.0
7034;177.0;192.0;0.0;0.0
7035;177.0;194.0;0.0;0.0
7036;177.0;197.0;0.0;0.0
7037;177.0;202.0;0.0;0.0
7038;177.0;203.0;0.0;0.0
7039;177.0;204.0;0.0;0.0
7040;177.0;205.0;0.0;0.0
7041;177.0;206.0;0.0;0.0
7042;177.0;211.0;1.0;1.0
7043;177.0;212.0;1.0;1.0
7044;177.0;214.0;1.0;1.0
7045;177.0;215.0;1.0;1.0
7046;177.0;216.0;1.0;1.0
7047;177.0;217.0;1.0;1.0
7048;177.0;219.0;1.0;1.0
7049;177.0;224.0;1.0;1.0
7050;177.0;225.0;1.0;1.0
7051;177.0;228.0;1.0;1.0
7052;177.0;229.0;1.0;1.0
7053;177.0;231.0;1.0;1.0
7054;177.0;232.0;1.0;1.0
7055;177.0;234.0;1.0;1.0
7056;177.0;236.0;1.0;1.0
7057;177.0;240.0;1.0;1.0
7058;177.0;246.0;1.0;1.0
7059;177.0;250.0;1.0;2.0
7060;177.0;251.0;1.0;2.0
7061;177.0;252.0;1.0;2.0
7062;177.0;253.0;1.0;2.0
7063;177.0;254.0;1.0;2.0
7064;177.0;255.0;1.0;2.0
7065;177.0;264.0;1.0;2.0
7066;177.0;266.0;1.0;2.0
7067;177.0;267.0;1.0;2.0
7068;177.0;268.0;1.0;2.0
7069;177.0;270.0;1.0;2.0
7070;177.0;271.0;1.0;2.0
7071;177.0;277.0;1.0;2.0
7072;177.0;278.0;1.0;2.0
7073;177.0;281.0;1.0;2.0
7074;177.0;283.0;1.0;2.0
7075;177.0;284.0;1.0;2.0
7076;177.0;286.0;1.0;2.0
7077;178.0;187.0;0.0;0.0
7078;178.0;189.0;0.0;0.0
7079;178.0;190.0;0.0;0.0
7080;178.0;192.0;0.0;0.0
7081;178.0;194.0;0.0;0.0
7082;178.0;197.0;0.0;0.0
7083;178.0;202.0;0.0;0.0
7084;178.0;203.0;0.0;0.0
7085;178.0;204.0;0.0;0.0
7086;178.0;205.0;0.0;0.0
7087;178.0;206.0;0.0;0.0
7088;178.0;211.0;1.0;1.0
7089;178.0;212.0;1.0;1.0
7090;178.0;214.0;1.0;1.0
7091;178.0;215.0;1.0;1.0
7092;178.0;216.0;1.0;1.0
7093;178.0;217.0;1.0;1.0
7094;178.0;219.0;1.0;1.0
7095;178.0;224.0;1.0;1.0
7096;178.0;225.0;1.0;1.0
7097;178.0;228.0;1.0;1.0
7098;178.0;229.0;1.0;1.0
7099;178.0;231.0;1.0;1.0
7100;178.0;232.0;1.0;1.0
7101;178.0;234.0;1.0;1.0
7102;178.0;236.0;1.0;1.0
7103;178.0;240.0;1.0;1.0
7104;178.0;246.0;1.0;1.0
7105;178.0;250.0;1.0;2.0
7106;178.0;251.0;1.0;2.0
7107;178.0;252.0;1.0;2.0
7108;178.0;253.0;1.0;2.0
7109;178.0;254.0;1.0;2.0
7110;178.0;255.0;1.0;2.0
7111;178.0;264.0;1.0;2.0
7112;178.0;266.0;1.0;2.0
7113;178.0;267.0;1.0;2.0
7114;178.0;268.0;1.0;2.0
7115;178.0;270.0;1.0;2.0
7116;178.0;271.0;1.0;2.0
7117;178.0;277.0;1.0;2.0
7118;178.0;278.0;1.0;2.0
7119;178.0;281.0;1.0;2.0
7120;178.0;283.0;1.0;2.0
7121;178.0;284.0;1.0;2.0
7122;178.0;286.0;1.0;2.0
7123;179.0;184.0;0.0;0.0
7124;179.0;186.0;0.0;0.0
7125;179.0;187.0;0.0;0.0
7126;179.0;189.0;0.0;0.0
7127;179.0;190.0;0.0;0.0
7128;179.0;192.0;0.0;0.0
7129;179.0;194.0;0.0;0.0
7130;179.0;197.0;0.0;0.0
7131;179.0;202.0;0.0;0.0
7132;179.0;203.0;0.0;0.0
7133;179.0;204.0;0.0;0.0
7134;179.0;205.0;0.0;0.0
7135;179.0;206.0;0.0;0.0
7136;179.0;211.0;1.0;1.0
7137;179.0;212.0;1.0;1.0
7138;179.0;214.0;1.0;1.0
7139;179.0;215.0;1.0;1.0
7140;179.0;216.0;1.0;1.0
7141;179.0;217.0;1.0;1.0
7142;179.0;219.0;1.0;1.0
7143;179.0;224.0;1.0;1.0
7144;179.0;225.0;1.0;1.0
7145;179.0;228.0;1.0;1.0
7146;179.0;229.0;1.0;1.0
7147;179.0;231.0;1.0;1.0
7148;179.0;232.0;1.0;1.0
7149;179.0;234.0;1.0;1.0
7150;179.0;236.0;1.0;1.0
7151;179.0;240.0;1.0;1.0
7152;179.0;246.0;1.0;1.0
7153;179.0;250.0;1.0;2.0
7154;179.0;251.0;1.0;2.0
7155;179.0;252.0;1.0;2.0
7156;179.0;253.0;1.0;2.0
7157;179.0;254.0;1.0;2.0
7158;179.0;255.0;1.0;2.0
7159;179.0;264.0;1.0;2.0
7160;179.0;266.0;1.0;2.0
7161;179.0;267.0;1.0;2.0
7162;179.0;268.0;1.0;2.0
7163;179.0;270.0;1.0;2.0
